Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Sector Affected,Provider,Launch Type,Explosive Weapon Type,Reported Perpetrator,Reported Perpetrator Name,Affected
19/06/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Directly-Emplaced,Hand Grenade,Foreign Forces: Military,Israeli Defence Forces,Other
17/06/2025,,Iran,IRN,Tehran Province,35.7,51.4,(2) 25 km Precision ,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Aid Infrastructure
17/06/2025,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Food Security,None,Directly-Emplaced,Hand Grenade,Foreign Forces: Military,Israeli Defence Forces,Other
17/06/2025,,Iran,IRN,Tehran Province,35.7,51.4,(2) 25 km Precision ,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
17/06/2025,,Iran,IRN,Tehran Province,35.7,51.4,(2) 25 km Precision ,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
17/06/2025,,Iran,IRN,Tehran Province,35.7,51.4,(2) 25 km Precision ,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
17/06/2025,,Iran,IRN,Tehran Province,35.7,51.4,(2) 25 km Precision ,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
16/06/2025,,Iran,IRN,Tehran Province,35.4,51.4,"(4) Province, State, Governorate ","Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
16/06/2025,,Iran,IRN,Tehran Province,35.7,51.5,(2) 25 km Precision ,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
15/06/2025,,Iran,IRN,Tehran Province,35.8,51.4,(2) 25 km Precision ,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
15/06/2025,,Iran,IRN,Kermanshah Province,34.3,47,(2) 25 km Precision ,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
14/06/2025,,Iran,IRN,Hamadan Province,34.7,48.1,(2) 25 km Precision ,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
14/06/2025,,Iran,IRN,West Azerbaijan Province,37.5,45,(2) 25 km Precision ,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
13/06/2025,,Iran,IRN,Tehran Province,35.7,51.3,(2) 25 km Precision ,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
13/06/2025,,Iran,IRN,Tehran Province,35.6,51.3,(2) 25 km Precision ,Health Care,Local Health Care Provider,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
13/06/2025,,Iran,IRN,Kermanshah Province,34.5,45.5,(2) 25 km Precision ,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
13/06/2025,,Iran,IRN,Tehran Province,35.6,51.3,(2) 25 km Precision ,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
13/06/2025,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Food Security,None,Directly-Emplaced,Hand Grenade,Foreign Forces: Military,Israeli Defence Forces,Other
13/06/2025,,Iran,IRN,East Azerbaijan Province,38,46.2,(2) 25 km Precision ,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
13/06/2025,,Iran,IRN,Tehran Province,35.6,51.3,(2) 25 km Precision ,"Education, Health Care","Local Education Provider, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
12/06/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Other
12/06/2025,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Food Security,None,Directly-Emplaced,Hand Grenade,Foreign Forces: Military,Israeli Defence Forces,Other
11/06/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Directly-Emplaced,Hand Grenade,Foreign Forces: Military,Israeli Defence Forces,Other
11/06/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Directly-Emplaced,Hand Grenade,Foreign Forces: Military,Israeli Defence Forces,Other
10/06/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
07/06/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Directly-Emplaced,Hand Grenade,Foreign Forces: Military,Israeli Defence Forces,Other
03/06/2025,,Syria,SYR,Dar'a Governorate,32.7,35.8,(2) 25 km Precision ,Food Security,None,Ground-Launched,Artillery,Foreign Forces: Military,Israeli Defence Forces,Other
22/05/2025,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Food Security,None,Directly-Emplaced,Hand Grenade,Foreign Forces: Military,Israeli Defence Forces,Other
20/05/2025,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Food Security,None,Directly-Emplaced,Hand Grenade,Foreign Forces: Military,Israeli Defence Forces,Other
17/05/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
16/05/2025,,Yemen,YEM,Al Hudaydah Governorate,15.3,42.6,(2) 25 km Precision ,Food Security,None,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
16/05/2025,,Yemen,YEM,Al Hudaydah Governorate,14.8,42.9,(2) 25 km Precision ,Food Security,None,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
08/05/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,"Education, Health Care","Local Education Provider, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
02/05/2025,,Syria,SYR,As-Suweida Governorate,32.6,36.5,(2) 25 km Precision ,Food Security,None,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
01/05/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Ground-Launched,Artillery,Foreign Forces: Military,Israeli Defence Forces,Other
27/04/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
24/04/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,"Health Care, Aid Operations",Government Aid Agency,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
16/04/2025,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
08/04/2025,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Food Security,None,Air-Launched: Drone,Missile,Foreign Forces: Military,Israeli Defence Forces,Other
03/04/2025,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Multiple
31/03/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
28/03/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Education,Local Education Provider,Ground-Launched,Artillery,Foreign Forces: Military,Israeli Defence Forces,Education Infrastructure
23/03/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Ground-Launched,Shelling,Foreign Forces: Military,Israeli Defence Forces,Other
13/03/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
09/03/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Food Security,None,Ground-Launched,Mortar,Foreign Forces: Military,Israeli Defence Forces,Other
17/02/2025,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Education,Local Education Provider,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Education Infrastructure
19/12/2024,,Israel,ISR,Tel-Aviv District,32,34.8,(2) 25 km Precision ,Education,Local Education Provider,Unspecified Launch Method,"Missile, Unspecified Explosive",Multiple,"Israeli Defence Forces, Shia al-Houthi rebels",Education Infrastructure
05/12/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,"Health Care, Aid Operations",Government Aid Agency,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
04/12/2024,,Lebanon,LBN,Beirut Governorate,33.8,35.4,censored by HDX,"Health Care, Aid Operations",INGO,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
03/12/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
02/12/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
02/12/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Other,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
27/11/2024,,Syria,SYR,Homs Governorate,34.6,36.1,(2) 25 km Precision ,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
26/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,"Protection, Food Security",IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Protection Infrastructure
26/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
26/11/2024,,Lebanon,LBN,Beirut Governorate,33.8,35.4,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
26/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Protection Infrastructure
25/11/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
23/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Drone,Missile,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
23/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Drone,Missile,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
22/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid
22/11/2024,,Lebanon,LBN,Baalbek-Hermel Governorate,34.1,35.9,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
22/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
21/11/2024,,Syria,SYR,Homs Governorate,34.7,36.7,"(3) District, Communicipality or Commune ","Protection, Aid Operations",UN Agency,Air-Launched: No Information on Platform Type,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Aid Infrastructure
21/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Protection Infrastructure
20/11/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid
19/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid
18/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
18/11/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
18/11/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
17/11/2024,,Lebanon,LBN,Mount Lebanon Governorate,33.8,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
16/11/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid
16/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
14/11/2024,,Lebanon,LBN,Baalbek-Hermel Governorate,34.1,35.9,censored by HDX,"Health Care, Aid Operations",Government Aid Agency,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
14/11/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid
14/11/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
13/11/2024,,Lebanon,LBN,Mount Lebanon Governorate,33.8,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
12/11/2024,,Lebanon,LBN,Mount Lebanon Governorate,33.8,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
10/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
09/11/2024,,Lebanon,LBN,Mount Lebanon Governorate,33.8,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
09/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
09/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
09/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
08/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
07/11/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Education,Local Education Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Education Infrastructure
06/11/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Local Health Care Provider,Directly-Emplaced,Remote-Controlled IED,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
05/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
03/11/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
03/11/2024,,Lebanon,LBN,Baalbek-Hermel Governorate,34.1,35.9,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
03/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
03/11/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,"Education, Aid Operations",UN Agency,Air-Launched: No Information on Platform Type,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Education Infrastructure
02/11/2024,,Lebanon,LBN,Beqaa Governorate,33.6,35.5,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
31/10/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
31/10/2024,,Lebanon,LBN,Baalbek-Hermel Governorate,34.1,35.9,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
31/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Multiple
31/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid
31/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
31/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
31/10/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid
31/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid
30/10/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
30/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Multiple
30/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
30/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
30/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Multiple
30/10/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
30/10/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,"Health Care, Aid Operations","Local Health Care Provider, National Red Cross Society",Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Multiple
27/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
27/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,"Protection, Aid Operations","IDP/Refugee Service, UN Agency",Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Education Infrastructure
26/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
25/10/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
24/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
24/10/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
24/10/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
23/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
23/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Other,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
23/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Private Health Care,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Private/Voluntary Aid
23/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,"Health Care, Aid Operations",National Red Cross Society,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Multiple
22/10/2024,,Lebanon,LBN,Mount Lebanon Governorate,33.8,35.3,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Infrastructure
22/10/2024,,Lebanon,LBN,South Governorate,33.3,35,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Health Worker
22/10/2024,,Lebanon,LBN,Baalbek-Hermel Governorate,34.1,35.9,censored by HDX,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other
22/10/2024,,Lebanon,LBN,Nabatieh Governorate,33.2,35.3,censored by HDX,"Health Care, Aid Operations",National Red Cross Society,Unspecified Launch Method,Unspecified Explosive,Foreign Forces: Military,Israeli Defence Forces,Health Worker
