Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Sector Affected,Provider,Launch Type,Explosive Weapon Type,Reported Perpetrator,Reported Perpetrator Name,Affected,Aid Workers Killed,Health Workers Killed,Aid Health Workers Killed,Educators Killed,Students Killed,Food Security,SiND Event ID
2025-05-08,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Ground-Launched,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Other,,,,,,Food Production and Storage,100026
2025-05-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100284
2025-05-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100778
2025-05-08,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,"Education, Health Care","Local Education Provider, Local Health Care Provider",Air-Launched: Plane,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other,,,,,,,100256
2025-05-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101149
2025-05-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101151
2025-05-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101153
2025-05-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101154
2025-05-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100363
2025-05-08,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",Government Aid Agency,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Worker,,,,,,,99657
2025-05-08,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100265
2025-05-08,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,,100027
2025-05-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101148
2025-05-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101140
2025-05-07,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,107496
2025-05-07,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Aid Operations",INGO,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,98562
2025-05-07,,OPT,PSE,Gaza Strip,,,censored,"Health Care, Protection, Aid Operations","IDP/Refugee Service, NGO",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Worker,,,1,,,,99229
2025-05-07,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Worker,,1,,,,,105164
2025-05-07,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,Food Supply,100012
2025-05-07,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,Food Supply,100013
2025-05-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100282
2025-05-07,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,Agricultural Land,100014
2025-05-07,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100281
2025-05-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101137
2025-05-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101138
2025-05-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Unspecified Launch Method,Missile,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101139
2025-05-06,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Drone,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,99864
2025-05-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100337
2025-05-06,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Ground-Launched,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Other,,,,,,,99998
2025-05-06,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100263
2025-05-06,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,100261
2025-05-06,,OPT,PSE,Gaza Strip,,,censored,"Education, Protection","IDP/Refugee Service, Local Education Provider",Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Education Infrastructure,,,,,,,107495
2025-05-05,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Other,,,,,,Water Structures,99984
2025-05-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100771
2025-05-05,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Other,,,,,,,99983
2025-05-05,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,,99977
2025-05-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100775
2025-05-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100777
2025-05-05,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Worker,,2,,,,,99226
2025-05-05,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100280
2025-05-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100770
2025-05-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101136
2025-05-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101135
2025-05-04,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Air-Launched: Plane,Rocket,Host Government: Military,Israeli Defence Forces,Other,,,,,,,99968
2025-05-04,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101134
2025-05-03,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101130
2025-05-03,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101131
2025-05-03,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101132
2025-05-03,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101133
2025-05-03,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100362
2025-05-03,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Ground-Launched,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Other,,,,,,,99960
2025-05-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,108897
2025-05-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101129
2025-05-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101128
2025-05-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100258
2025-05-02,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,Agricultural Land,99949
2025-05-02,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Other,,,,,,Food Production and Storage,99950
2025-05-02,,Syria,SYR,As-Suweida Governorate,32.6,36.5,(2) 25 km Precision ,Food Security,None,Air-Launched: Drone,Aerial Bomb,Foreign Forces: Military,Israeli Defence Forces,Other,,,,,,,99952
2025-05-02,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,Agricultural Land,99951
2025-05-02,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100260
2025-05-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101074
2025-05-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100336
2025-05-01,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100360
2025-05-01,,Lebanon,LBN,Nabatieh Governorate,,,censored by HDX,Food Security,None,Ground-Launched,Artillery,Foreign Forces: Military,Israeli Defence Forces,Other,,,,,,,99937
2025-05-01,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,,99942
2025-05-01,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,None,Artillery,Host Government: Military,Israeli Defence Forces,Other,,,,,,,99943
2025-05-01,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,,99944
2025-04-30,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Ground-Launched,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Other,,,,,,Food Production and Storage,99931
2025-04-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100769
2025-04-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100333
2025-04-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101073
2025-04-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101072
2025-04-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100357
2025-04-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,98721
2025-04-30,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,108896
2025-04-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100264
2025-04-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100251
2025-04-29,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Other,,,,,,Food Supply,99915
2025-04-29,,OPT,PSE,Gaza Strip,,,censored,Food Security,None,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Other,,,,,,Agricultural Land,99916
2025-04-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,98468
2025-04-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100257
2025-04-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101071
2025-04-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,99258
2025-04-29,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100768
2025-04-28,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,99257
2025-04-28,,OPT,PSE,Gaza Strip,,,censored,Aid Operations,NGO,Unspecified Launch Method,Unspecified Explosive,Host Government: Military,Israeli Defence Forces,Food Infrastructure,,,,,,,96367
2025-04-28,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,108895
2025-04-28,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100327
2025-04-28,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101069
2025-04-28,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,101070
2025-04-28,,OPT,PSE,Gaza Strip,,,censored,Health Care,Local Health Care Provider,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Health Infrastructure,,,,,,,99863
2025-04-28,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Shelling,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100766
2025-04-28,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,98467
2025-04-28,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,109026
2025-04-28,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Ground-Launched,Artillery,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,109027
2025-04-27,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Plane,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,100250
2025-04-27,,OPT,PSE,Gaza Strip,,,censored,Protection,IDP/Refugee Service,Air-Launched: Drone,Aerial Bomb,Host Government: Military,Israeli Defence Forces,Protection Infrastructure,,,,,,,99255
